data_pobrania,kod,nazwa,upvotes,mentions,rank,mention_change,source_url
2026-09-26T00:44:07+02:00,SPCX,SpaceX,14,11,36,-2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,BB,BlackBerry,23,11,37,-44,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,TTWO,Take 2 Interactive,123,11,38,9,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,COST,Costco,24,11,39,-17,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,CRDO,Credo Technology,29,10,40,9,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,ASTS,AST SpaceMobile,37,10,41,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,MAGA,ETF Series Solutions Trust - Point Bridge GOP Stock Tracker ETF,659,10,42,7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,AKAM,Akamai,17,10,43,8,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,MSGY,Masonglory,15,8,44,8,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,API,Agora.io,34,8,45,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,SOXL,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bull 3X Share,20,8,46,-12,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,DELL,Dell,21,8,47,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,PLTR,Palantir,12,7,48,-13,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,GO,Grocery Outlet,14,7,49,-5,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,ON,ON Semiconductor,13,7,50,-3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,MCD,McDonald,11,7,51,-15,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,TP,Ticketplus,7,6,52,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,INFQ,Infleqtion,13,6,53,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,RR,Richtech Robotics,19,6,54,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,LINK,Interlink Electronics,8,6,55,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,NCPL,Netcapital,13,6,56,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,CD,Chindata,14,6,57,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,SQQQ,ProShares Trust - ProShares UltraPro Short QQQ,10,6,58,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,VTI,Vanguard Total Stock Market ETF,48,6,59,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,GLD,SSgA SPDR Gold Shares,15,6,60,-2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,JUST,Goldman Sachs ETF Trust - Goldman Sachs Just Us Large Cap Equity ETF,11,6,61,-2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,AM,Antero Midstream,9,6,62,-8,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,AN,AutoNation,18,6,63,5,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,MXL,MaxLinear,7,6,64,6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,CC,Chemours,19,6,65,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,NOW,ServiceNow,17,6,66,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,ARM,Arm Holdings,10,5,67,-13,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,NB,NioCorp Developments,-1,5,68,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,DC,Dakota Gold,12,5,69,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,EOSE,Eos Energy Enterprises,,5,70,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,FOR,Forestar Group,43,5,71,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,SOFI,SoFi,17,5,72,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,SOXS,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bear 3X Share,7,5,73,-1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,VXUS,"Vanguard Group, Inc. - Vanguard Total International Stock ETF",192,5,74,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,CRWD,CrowdStrike,10,5,75,-7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,HR,Healthcare Realty,6,5,76,-2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,LULU,lululemon athletica,8,5,77,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,QCOM,QUALCOMM,6,5,78,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,ES,Eversource Energy,12,5,79,-5,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,ALL,Allstate,14,5,80,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,NUAI,New Era Energy & Digital,8,4,81,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,FBDT,First Breach Inc.,4,4,82,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,IREN,Iris Energy,21,4,83,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,AMC,AMC Entertainment,7,4,84,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,PUMP,ProPetro,12,4,85,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,MSTR,MicroStrategy,277,4,86,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,CFA,Victory Portfolios II - VictoryShares US 500 Volatility Wtd ETF,5,4,87,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,SCHD,Schwab Strategic Trust - CSIM Schwab US Dividend Equity ETF,16,4,88,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,BYD,Boyd Gaming,13,4,89,-6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,OI,O-I Glass,13,4,90,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,SF,Stifel,14,4,91,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,IBKR,Interactive Brokers,11,4,92,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,COHR,Coherent,7,4,93,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,FSLR,First Solar,8,4,94,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,LITE,Lumentum,6,4,95,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,MRVL,Marvell Technology Group,8,4,96,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,PS,Pluralsight,101,4,97,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,TH,Target Hospitality,6,4,98,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,ZS,Zscaler,5,4,99,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T00:44:07+02:00,SO,Southern Company,13,4,100,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SPY,SPDR S&P 500 ETF Trust,701,247,1,-9,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,META,Meta Platforms (Facebook),327,154,2,-130,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MU,Micron Technology,341,150,3,33,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MSFT,Microsoft,172,79,4,59,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,DTE,DTE Energy,261,63,5,7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,AMD,AMD,139,63,6,-11,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,QQQ,Invesco QQQ ETF,127,62,7,-6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,TSLA,Tesla,100,56,8,38,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SNDK,Sandisk,105,45,9,-15,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,NVDA,NVIDIA,87,44,10,-6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,NBIS,Nebius Group,146,41,11,-24,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,GLND,Greenland Energy Company,99,38,12,24,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,TLT,BlackRock Institutional Trust Company N.A. - BTC iShares 20+ Year Trea,49,31,13,-11,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,GOOG,Alphabet (Google),43,27,14,-15,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,AMZN,Amazon,216,24,15,6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,VOO,Vanguard S&P 500 ETF,259,23,16,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,RKLB,Rocket Lab USA,52,21,17,-3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,RDDT,Reddit,157,20,18,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,USO,United States Commodity Funds LLC - United States Oil Fund,28,18,19,-8,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,AVGO,Broadcom,36,17,20,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,INTC,Intel,20,17,21,-1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,AAPL,Apple,25,17,22,-2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,IT,Gartner,50,16,23,-3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,NKE,Nike,31,15,24,11,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,JAGX,Jaguar Health,67,14,25,13,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,GOOGL,Alphabet (Google),54,13,26,-30,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,BE,Bloom Energy,261,13,27,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SMCI,Supermicro,25,13,28,6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,ORCL,Oracle,230,13,29,-37,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,YOU,CLEAR Secure,32,12,30,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,TTWO,Take 2 Interactive,139,12,31,9,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,NFLX,Netflix,25,12,32,7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,UP,Wheels Up,22,11,33,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,IQ,iQIYI,518,11,34,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,AKAM,Akamai,18,11,35,8,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,COST,Costco,27,11,36,-13,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,API,Agora.io,42,10,37,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MX,Magnachip,16,10,38,10,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,ASTS,AST SpaceMobile,39,10,39,-3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SPCX,SpaceX,13,10,40,-2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MRNA,Moderna,11,10,41,-6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,EU,enCore Energy,42,9,42,-10,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,CRDO,Credo Technology,31,9,43,8,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,VTI,Vanguard Total Stock Market ETF,77,9,44,6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MAGA,ETF Series Solutions Trust - Point Bridge GOP Stock Tracker ETF,775,9,45,7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SOXL,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bull 3X Share,22,9,46,-11,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,BB,BlackBerry,19,9,47,-45,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MCD,McDonald,15,9,48,-6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MSGY,Masonglory,19,8,49,8,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SOFI,SoFi,29,8,50,7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,VXUS,"Vanguard Group, Inc. - Vanguard Total International Stock ETF",265,8,51,7,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,GO,Grocery Outlet,20,8,52,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,DELL,Dell,24,8,53,5,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,LINK,Interlink Electronics,9,7,54,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,JUST,Goldman Sachs ETF Trust - Goldman Sachs Just Us Large Cap Equity ETF,15,7,55,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,ON,ON Semiconductor,13,7,56,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,ARM,Arm Holdings,25,6,57,-12,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,NCPL,Netcapital,13,6,58,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,CD,Chindata,14,6,59,5,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SQQQ,ProShares Trust - ProShares UltraPro Short QQQ,10,6,60,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,VT,"Vanguard Group, Inc. - Vanguard Total World Stock ETF",51,6,61,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,GLD,SSgA SPDR Gold Shares,14,6,62,-2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,PLTR,Palantir,11,6,63,-11,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,AN,AutoNation,18,6,64,5,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,CRWD,CrowdStrike,13,6,65,-5,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MXL,MaxLinear,7,6,66,6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,NOW,ServiceNow,17,6,67,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,ALL,Allstate,22,6,68,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,TP,Ticketplus,7,5,69,-3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,RR,Richtech Robotics,15,5,70,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,DC,Dakota Gold,12,5,71,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,FOR,Forestar Group,47,5,72,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SOXS,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bear 3X Share,8,5,73,-1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SMH,VanEck Vectors ETF Trust - VanEck Vectors Semiconductor ETF,13,5,74,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,BYD,Boyd Gaming,28,5,75,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,OI,O-I Glass,17,5,76,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,IBKR,Interactive Brokers,16,5,77,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,LULU,lululemon athletica,5,5,78,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SO,Southern Company,15,5,79,-2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,QCOM,QUALCOMM,6,5,80,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,ES,Eversource Energy,12,5,81,-6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,FBDT,First Breach Inc.,4,4,82,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,INFQ,Infleqtion,13,4,83,-6,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,NB,NioCorp Developments,-3,4,84,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MOVE,Movano,11,4,85,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,IREN,Iris Energy,21,4,86,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MSTR,MicroStrategy,290,4,87,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,IWM,BlackRock Institutional Trust Company N.A. - BTC iShares Russell 2000,4,4,88,0,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,CFA,Victory Portfolios II - VictoryShares US 500 Volatility Wtd ETF,5,4,89,4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,SCHD,Schwab Strategic Trust - CSIM Schwab US Dividend Equity ETF,18,4,90,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,AGI,Alamos Gold,8,4,91,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,UBER,Uber,497,4,92,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,HR,Healthcare Realty,6,4,93,-4,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,CC,Chemours,17,4,94,1,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,FSLR,First Solar,8,4,95,-5,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,MRVL,Marvell Technology Group,8,4,96,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,PS,Pluralsight,118,4,97,2,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,ZS,Zscaler,5,4,98,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
2026-09-26T02:56:14+02:00,ADBE,Adobe,77,4,99,3,https://feargreedmeter.com/top-100-most-popular-meme-stocks-today
